"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Denegado","2015","Becas doctorales","F","KB1",32
"Denegado","2015","Becas doctorales","F","KB2",83
"Denegado","2015","Becas doctorales","F","KB3",15
"Denegado","2015","Becas doctorales","F","KB4",11
"Denegado","2015","Becas doctorales","F","KE1",8
"Denegado","2015","Becas doctorales","F","KE2",2
"Denegado","2015","Becas doctorales","F","KE5",2
"Denegado","2015","Becas doctorales","F","KS1",50
"Denegado","2015","Becas doctorales","F","KS2",73
"Denegado","2015","Becas doctorales","F","KS3",30
"Denegado","2015","Becas doctorales","F","KS4",122
"Denegado","2015","Becas doctorales","F","KS5",130
"Denegado","2015","Becas doctorales","F","KS6",25
"Denegado","2015","Becas doctorales","F","KS7",66
"Denegado","2015","Becas doctorales","F","KS8",20
"Denegado","2015","Becas doctorales","M","KA1",14
"Denegado","2015","Becas doctorales","M","KA2",10
"Denegado","2015","Becas doctorales","M","KA3",8
"Denegado","2015","Becas doctorales","M","KA4",27
"Denegado","2015","Becas doctorales","M","KA5",16
"Denegado","2015","Becas doctorales","M","KA6",7
"Denegado","2015","Becas doctorales","M","KB1",13
"Denegado","2015","Becas doctorales","M","KB2",29
"Denegado","2015","Becas doctorales","M","KB3",8
"Denegado","2015","Becas doctorales","M","KB4",2
"Denegado","2015","Becas doctorales","M","KE1",8
"Denegado","2015","Becas doctorales","M","KE2",1
"Denegado","2015","Becas doctorales","M","KE4",1
"Denegado","2015","Becas doctorales","M","KE5",3
"Denegado","2015","Becas doctorales","M","KS1",37
"Denegado","2015","Becas doctorales","M","KS2",30
"Denegado","2015","Becas doctorales","M","KS3",31
"Denegado","2015","Becas doctorales","M","KS4",64
"Denegado","2015","Becas doctorales","M","KS5",62
"Denegado","2015","Becas doctorales","M","KS6",16
"Denegado","2015","Becas doctorales","M","KS7",24
"Denegado","2015","Becas doctorales","M","KS8",10
"Denegado","2015","Becas externas","F","KA2",1
"Denegado","2015","Becas externas","F","KA3",1
"Denegado","2015","Becas externas","F","KA5",1
"Denegado","2015","Becas externas","F","KB2",1
"Denegado","2015","Becas externas","F","KB3",2
"Denegado","2015","Becas externas","F","KE1",2
"Denegado","2015","Becas externas","F","KE3",1
"Denegado","2015","Becas externas","F","KE5",1
"Denegado","2015","Becas externas","F","KS4",1
"Denegado","2015","Becas externas","M","KA3",1
"Denegado","2015","Becas externas","M","KA5",2
"Denegado","2015","Becas externas","M","KA6",1
"Denegado","2015","Becas externas","M","KB1",1
"Denegado","2015","Becas externas","M","KE1",1
"Denegado","2015","Becas externas","M","KE2",1
"Denegado","2015","Becas externas","M","KE5",1
"Denegado","2015","Becas externas","M","KS4",1
"Denegado","2015","Becas postdoctorales","F","KA1",9
"Denegado","2015","Becas postdoctorales","F","KA2",1
"Denegado","2015","Becas postdoctorales","F","KA3",1
"Denegado","2015","Becas postdoctorales","F","KA4",1
"Denegado","2015","Becas postdoctorales","F","KA5",12
"Denegado","2015","Becas postdoctorales","F","KA6",1
"Denegado","2015","Becas postdoctorales","F","KB1",5
"Denegado","2015","Becas postdoctorales","F","KB2",2
"Denegado","2015","Becas postdoctorales","F","KB3",10
"Denegado","2015","Becas postdoctorales","F","KE1",4
"Denegado","2015","Becas postdoctorales","F","KE4",1
"Denegado","2015","Becas postdoctorales","F","KE5",5
"Denegado","2015","Becas postdoctorales","F","KS1",7
"Denegado","2015","Becas postdoctorales","F","KS2",6
"Denegado","2015","Becas postdoctorales","F","KS3",5
"Denegado","2015","Becas postdoctorales","F","KS4",18
"Denegado","2015","Becas postdoctorales","F","KS5",16
"Denegado","2015","Becas postdoctorales","F","KS6",1
"Denegado","2015","Becas postdoctorales","F","KS7",1
"Denegado","2015","Becas postdoctorales","F","KS8",4
"Denegado","2015","Becas postdoctorales","F","KT1",3
"Denegado","2015","Becas postdoctorales","M","KA1",2
"Denegado","2015","Becas postdoctorales","M","KA2",5
"Denegado","2015","Becas postdoctorales","M","KA4",4
"Denegado","2015","Becas postdoctorales","M","KA5",9
"Denegado","2015","Becas postdoctorales","M","KA6",3
"Denegado","2015","Becas postdoctorales","M","KB2",1
"Denegado","2015","Becas postdoctorales","M","KB3",5
"Denegado","2015","Becas postdoctorales","M","KE1",4
"Denegado","2015","Becas postdoctorales","M","KE5",2
"Denegado","2015","Becas postdoctorales","M","KS1",12
"Denegado","2015","Becas postdoctorales","M","KS2",2
"Denegado","2015","Becas postdoctorales","M","KS3",9
"Denegado","2015","Becas postdoctorales","M","KS4",14
"Denegado","2015","Becas postdoctorales","M","KS5",8
"Denegado","2015","Becas postdoctorales","M","KS7",1
"Denegado","2015","Becas postdoctorales","M","KS8",3
"Denegado","2015","Becas postdoctorales","M","KT1",4
"Denegado","2015",NA,"F","KA1",14
"Denegado","2015",NA,"F","KA2",3
"Denegado","2015",NA,"F","KA3",12
"Denegado","2015",NA,"F","KA4",1
"Denegado","2015",NA,"F","KA5",14
"Denegado","2015",NA,"F","KA6",6
"Denegado","2015",NA,"F","KB1",11
"Denegado","2015",NA,"F","KB2",15
"Denegado","2015",NA,"F","KB3",1
"Denegado","2015",NA,"F","KB4",6
"Denegado","2015",NA,"F","KE1",10
"Denegado","2015",NA,"F","KE5",13
"Denegado","2015",NA,"F","KS1",9
"Denegado","2015",NA,"F","KS2",2
"Denegado","2015",NA,"F","KS3",3
"Denegado","2015",NA,"F","KS4",7
"Denegado","2015",NA,"F","KS5",10
"Denegado","2015",NA,"F","KS6",7
"Denegado","2015",NA,"F","KS7",8
"Denegado","2015",NA,"M","KA1",6
"Denegado","2015",NA,"M","KA2",10
"Denegado","2015",NA,"M","KA3",4
"Denegado","2015",NA,"M","KA4",5
"Denegado","2015",NA,"M","KA5",5
"Denegado","2015",NA,"M","KA6",3
"Denegado","2015",NA,"M","KB1",6
"Denegado","2015",NA,"M","KB2",6
"Denegado","2015",NA,"M","KB3",8
"Denegado","2015",NA,"M","KB4",4
"Denegado","2015",NA,"M","KE1",7
"Denegado","2015",NA,"M","KE2",1
"Denegado","2015",NA,"M","KE3",3
"Denegado","2015",NA,"M","KE5",6
"Denegado","2015",NA,"M","KS1",2
"Denegado","2015",NA,"M","KS4",3
"Denegado","2015",NA,"M","KS5",8
"Denegado","2015",NA,"M","KS6",5
"Denegado","2015",NA,"M","KS7",2
"Denegado","2015",NA,"M","KT1",3
"Denegado","2016","Becas doctorales","F","KA1",76
"Denegado","2016","Becas doctorales","F","KA2",12
"Denegado","2016","Becas doctorales","F","KA3",35
"Denegado","2016","Becas doctorales","F","KA4",5
"Denegado","2016","Becas doctorales","F","KA5",68
"Denegado","2016","Becas doctorales","F","KA6",16
"Denegado","2016","Becas doctorales","F","KA7",45
"Denegado","2016","Becas doctorales","F","KB1",84
"Denegado","2016","Becas doctorales","F","KB2",122
"Denegado","2016","Becas doctorales","F","KB3",52
"Denegado","2016","Becas doctorales","F","KB4",17
"Denegado","2016","Becas doctorales","F","KE1",50
"Denegado","2016","Becas doctorales","F","KE2",8
"Denegado","2016","Becas doctorales","F","KE3",11
"Denegado","2016","Becas doctorales","F","KE4",4
"Denegado","2016","Becas doctorales","F","KE5",36
"Denegado","2016","Becas doctorales","F","KS1",36
"Denegado","2016","Becas doctorales","F","KS2",61
"Denegado","2016","Becas doctorales","F","KS3",36
"Denegado","2016","Becas doctorales","F","KS4",129
"Denegado","2016","Becas doctorales","F","KS5",127
"Denegado","2016","Becas doctorales","F","KS6",22
"Denegado","2016","Becas doctorales","F","KS7",74
"Denegado","2016","Becas doctorales","F","KS8",29
"Denegado","2016","Becas doctorales","F","KT1",5
"Denegado","2016","Becas doctorales","M","KA1",39
"Denegado","2016","Becas doctorales","M","KA2",30
"Denegado","2016","Becas doctorales","M","KA3",10
"Denegado","2016","Becas doctorales","M","KA4",29
"Denegado","2016","Becas doctorales","M","KA5",29
"Denegado","2016","Becas doctorales","M","KA6",20
"Denegado","2016","Becas doctorales","M","KA7",17
"Denegado","2016","Becas doctorales","M","KB1",24
"Denegado","2016","Becas doctorales","M","KB2",48
"Denegado","2016","Becas doctorales","M","KB3",28
"Denegado","2016","Becas doctorales","M","KB4",7
"Denegado","2016","Becas doctorales","M","KE1",48
"Denegado","2016","Becas doctorales","M","KE2",21
"Denegado","2016","Becas doctorales","M","KE3",43
"Denegado","2016","Becas doctorales","M","KE4",4
"Denegado","2016","Becas doctorales","M","KE5",24
"Denegado","2016","Becas doctorales","M","KS1",38
"Denegado","2016","Becas doctorales","M","KS2",30
"Denegado","2016","Becas doctorales","M","KS3",48
"Denegado","2016","Becas doctorales","M","KS4",68
"Denegado","2016","Becas doctorales","M","KS5",64
"Denegado","2016","Becas doctorales","M","KS6",20
"Denegado","2016","Becas doctorales","M","KS7",23
"Denegado","2016","Becas doctorales","M","KS8",11
"Denegado","2016","Becas doctorales","M","KT1",6
"Denegado","2016","Becas externas","F","KA1",3
"Denegado","2016","Becas externas","F","KA5",4
"Denegado","2016","Becas externas","F","KA6",2
"Denegado","2016","Becas externas","F","KB1",1
"Denegado","2016","Becas externas","F","KB2",5
"Denegado","2016","Becas externas","F","KB3",1
"Denegado","2016","Becas externas","F","KB4",2
"Denegado","2016","Becas externas","F","KE1",2
"Denegado","2016","Becas externas","F","KE3",1
"Denegado","2016","Becas externas","F","KE4",3
"Denegado","2016","Becas externas","F","KE5",3
"Denegado","2016","Becas externas","F","KS2",1
"Denegado","2016","Becas externas","F","KS4",5
"Denegado","2016","Becas externas","F","KS5",1
"Denegado","2016","Becas externas","F","KS8",3
"Denegado","2016","Becas externas","F","ND",1
"Denegado","2016","Becas externas","M","KA1",3
"Denegado","2016","Becas externas","M","KA2",3
"Denegado","2016","Becas externas","M","KA5",2
"Denegado","2016","Becas externas","M","KA6",1
"Denegado","2016","Becas externas","M","KB1",1
"Denegado","2016","Becas externas","M","KB2",4
"Denegado","2016","Becas externas","M","KB3",3
"Denegado","2016","Becas externas","M","KE1",4
"Denegado","2016","Becas externas","M","KE3",4
"Denegado","2016","Becas externas","M","KS2",1
"Denegado","2016","Becas externas","M","KS5",7
"Denegado","2016","Becas externas","M","KS8",2
"Denegado","2016","Becas externas","M","ND",1
"Denegado","2016","Becas postdoctorales","F","KA1",34
"Denegado","2016","Becas postdoctorales","F","KA2",5
"Denegado","2016","Becas postdoctorales","F","KA3",9
"Denegado","2016","Becas postdoctorales","F","KA4",1
"Denegado","2016","Becas postdoctorales","F","KA5",27
"Denegado","2016","Becas postdoctorales","F","KA6",11
"Denegado","2016","Becas postdoctorales","F","KA7",11
"Denegado","2016","Becas postdoctorales","F","KB1",32
"Denegado","2016","Becas postdoctorales","F","KB2",47
"Denegado","2016","Becas postdoctorales","F","KB3",17
"Denegado","2016","Becas postdoctorales","F","KB4",7
"Denegado","2016","Becas postdoctorales","F","KE1",18
"Denegado","2016","Becas postdoctorales","F","KE2",4
"Denegado","2016","Becas postdoctorales","F","KE3",1
"Denegado","2016","Becas postdoctorales","F","KE4",8
"Denegado","2016","Becas postdoctorales","F","KE5",12
"Denegado","2016","Becas postdoctorales","F","KS1",17
"Denegado","2016","Becas postdoctorales","F","KS2",21
"Denegado","2016","Becas postdoctorales","F","KS3",7
"Denegado","2016","Becas postdoctorales","F","KS4",46
"Denegado","2016","Becas postdoctorales","F","KS5",29
"Denegado","2016","Becas postdoctorales","F","KS6",4
"Denegado","2016","Becas postdoctorales","F","KS7",17
"Denegado","2016","Becas postdoctorales","F","KS8",4
"Denegado","2016","Becas postdoctorales","F","KT1",5
"Denegado","2016","Becas postdoctorales","M","KA1",17
"Denegado","2016","Becas postdoctorales","M","KA2",14
"Denegado","2016","Becas postdoctorales","M","KA4",7
"Denegado","2016","Becas postdoctorales","M","KA5",20
"Denegado","2016","Becas postdoctorales","M","KA6",3
"Denegado","2016","Becas postdoctorales","M","KA7",3
"Denegado","2016","Becas postdoctorales","M","KB1",14
"Denegado","2016","Becas postdoctorales","M","KB2",13
"Denegado","2016","Becas postdoctorales","M","KB3",10
"Denegado","2016","Becas postdoctorales","M","KB4",4
"Denegado","2016","Becas postdoctorales","M","KE1",9
"Denegado","2016","Becas postdoctorales","M","KE2",1
"Denegado","2016","Becas postdoctorales","M","KE3",3
"Denegado","2016","Becas postdoctorales","M","KE4",4
"Denegado","2016","Becas postdoctorales","M","KE5",4
"Denegado","2016","Becas postdoctorales","M","KS1",8
"Denegado","2016","Becas postdoctorales","M","KS2",4
"Denegado","2016","Becas postdoctorales","M","KS3",6
"Denegado","2016","Becas postdoctorales","M","KS4",16
"Denegado","2016","Becas postdoctorales","M","KS5",15
"Denegado","2016","Becas postdoctorales","M","KS6",9
"Denegado","2016","Becas postdoctorales","M","KS7",6
"Denegado","2016","Becas postdoctorales","M","KS8",1
"Denegado","2016","Becas postdoctorales","M","KT1",4
"Denegado","2016",NA,"F","KA1",24
"Denegado","2016",NA,"F","KA2",11
"Denegado","2016",NA,"F","KA3",6
"Denegado","2016",NA,"F","KA4",2
"Denegado","2016",NA,"F","KA5",20
"Denegado","2016",NA,"F","KA6",1
"Denegado","2016",NA,"F","KA7",11
"Denegado","2016",NA,"F","KB1",11
"Denegado","2016",NA,"F","KB2",15
"Denegado","2016",NA,"F","KB3",11
"Denegado","2016",NA,"F","KB4",9
"Denegado","2016",NA,"F","KE1",15
"Denegado","2016",NA,"F","KE2",1
"Denegado","2016",NA,"F","KE4",1
"Denegado","2016",NA,"F","KE5",14
"Denegado","2016",NA,"F","KS1",13
"Denegado","2016",NA,"F","KS2",2
"Denegado","2016",NA,"F","KS4",9
"Denegado","2016",NA,"F","KS5",21
"Denegado","2016",NA,"F","KS6",7
"Denegado","2016",NA,"F","KS7",12
"Denegado","2016",NA,"F","KS8",7
"Denegado","2016",NA,"F","KT1",4
"Denegado","2016",NA,"M","KA1",32
"Denegado","2016",NA,"M","KA2",10
"Denegado","2016",NA,"M","KA3",3
"Denegado","2016",NA,"M","KA4",4
"Denegado","2016",NA,"M","KA5",14
"Denegado","2016",NA,"M","KA6",3
"Denegado","2016",NA,"M","KA7",1
"Denegado","2016",NA,"M","KB1",2
"Denegado","2016",NA,"M","KB2",4
"Denegado","2016",NA,"M","KB3",4
"Denegado","2016",NA,"M","KE1",11
"Denegado","2016",NA,"M","KE3",3
"Denegado","2016",NA,"M","KE4",1
"Denegado","2016",NA,"M","KE5",5
"Denegado","2016",NA,"M","KS1",5
"Denegado","2016",NA,"M","KS2",2
"Denegado","2016",NA,"M","KS3",1
"Denegado","2016",NA,"M","KS4",4
"Denegado","2016",NA,"M","KS5",6
"Denegado","2016",NA,"M","KS6",12
"Denegado","2016",NA,"M","KS7",4
"Denegado","2016",NA,"M","KS8",1
"Denegado","2016",NA,"M","KT1",4
"Denegado","2017","Becas doctorales","F","KA1",54
"Denegado","2017","Becas doctorales","F","KA2",11
"Denegado","2017","Becas doctorales","F","KA3",8
"Denegado","2017","Becas doctorales","F","KA4",2
"Denegado","2017","Becas doctorales","F","KA5",54
"Denegado","2017","Becas doctorales","F","KA6",9
"Denegado","2017","Becas doctorales","F","KA7",26
"Denegado","2017","Becas doctorales","F","KB1",74
"Denegado","2017","Becas doctorales","F","KB2",113
"Denegado","2017","Becas doctorales","F","KB3",57
"Denegado","2017","Becas doctorales","F","KB4",26
"Denegado","2017","Becas doctorales","F","KE1",62
"Denegado","2017","Becas doctorales","F","KE2",7
"Denegado","2017","Becas doctorales","F","KE3",18
"Denegado","2017","Becas doctorales","F","KE4",9
"Denegado","2017","Becas doctorales","F","KE5",30
"Denegado","2017","Becas doctorales","F","KS1",32
"Denegado","2017","Becas doctorales","F","KS2",52
"Denegado","2017","Becas doctorales","F","KS3",25
"Denegado","2017","Becas doctorales","F","KS4",102
"Denegado","2017","Becas doctorales","F","KS5",108
"Denegado","2017","Becas doctorales","F","KS6",16
"Denegado","2017","Becas doctorales","F","KS7",37
"Denegado","2017","Becas doctorales","F","KS8",36
"Denegado","2017","Becas doctorales","F","KT1",12
"Denegado","2017","Becas doctorales","M","KA1",26
"Denegado","2017","Becas doctorales","M","KA2",28
"Denegado","2017","Becas doctorales","M","KA3",3
"Denegado","2017","Becas doctorales","M","KA4",6
"Denegado","2017","Becas doctorales","M","KA5",19
"Denegado","2017","Becas doctorales","M","KA6",15
"Denegado","2017","Becas doctorales","M","KA7",9
"Denegado","2017","Becas doctorales","M","KB1",29
"Denegado","2017","Becas doctorales","M","KB2",65
"Denegado","2017","Becas doctorales","M","KB3",35
"Denegado","2017","Becas doctorales","M","KB4",3
"Denegado","2017","Becas doctorales","M","KE1",37
"Denegado","2017","Becas doctorales","M","KE2",20
"Denegado","2017","Becas doctorales","M","KE3",49
"Denegado","2017","Becas doctorales","M","KE4",6
"Denegado","2017","Becas doctorales","M","KE5",33
"Denegado","2017","Becas doctorales","M","KS1",23
"Denegado","2017","Becas doctorales","M","KS2",23
"Denegado","2017","Becas doctorales","M","KS3",48
"Denegado","2017","Becas doctorales","M","KS4",57
"Denegado","2017","Becas doctorales","M","KS5",56
"Denegado","2017","Becas doctorales","M","KS6",17
"Denegado","2017","Becas doctorales","M","KS7",8
"Denegado","2017","Becas doctorales","M","KS8",10
"Denegado","2017","Becas doctorales","M","KT1",6
"Denegado","2017","Becas externas","F","KA5",2
"Denegado","2017","Becas externas","F","KB2",3
"Denegado","2017","Becas externas","F","KE5",2
"Denegado","2017","Becas externas","F","KS1",2
"Denegado","2017","Becas externas","F","KS3",2
"Denegado","2017","Becas externas","F","KS8",1
"Denegado","2017","Becas externas","M","KA1",1
"Denegado","2017","Becas externas","M","KA2",2
"Denegado","2017","Becas externas","M","KA5",1
"Denegado","2017","Becas externas","M","KB2",2
"Denegado","2017","Becas externas","M","KB3",1
"Denegado","2017","Becas externas","M","KE1",1
"Denegado","2017","Becas externas","M","KE3",2
"Denegado","2017","Becas externas","M","KS4",3
"Denegado","2017","Becas externas","M","KS5",2
"Denegado","2017","Becas externas","M","KS6",1
"Denegado","2017","Becas postdoctorales","F","KA1",41
"Denegado","2017","Becas postdoctorales","F","KA2",2
"Denegado","2017","Becas postdoctorales","F","KA3",10
"Denegado","2017","Becas postdoctorales","F","KA4",3
"Denegado","2017","Becas postdoctorales","F","KA5",35
"Denegado","2017","Becas postdoctorales","F","KA6",9
"Denegado","2017","Becas postdoctorales","F","KA7",18
"Denegado","2017","Becas postdoctorales","F","KB1",29
"Denegado","2017","Becas postdoctorales","F","KB2",28
"Denegado","2017","Becas postdoctorales","F","KB3",13
"Denegado","2017","Becas postdoctorales","F","KB4",10
"Denegado","2017","Becas postdoctorales","F","KE1",12
"Denegado","2017","Becas postdoctorales","F","KE3",1
"Denegado","2017","Becas postdoctorales","F","KE4",1
"Denegado","2017","Becas postdoctorales","F","KE5",7
"Denegado","2017","Becas postdoctorales","F","KS1",11
"Denegado","2017","Becas postdoctorales","F","KS2",19
"Denegado","2017","Becas postdoctorales","F","KS3",5
"Denegado","2017","Becas postdoctorales","F","KS4",36
"Denegado","2017","Becas postdoctorales","F","KS5",42
"Denegado","2017","Becas postdoctorales","F","KS6",1
"Denegado","2017","Becas postdoctorales","F","KS7",11
"Denegado","2017","Becas postdoctorales","F","KS8",4
